Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15010.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15013.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15011.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15014.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15012.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15015.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_1_15017.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_2_15018.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_3_15019.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_1_15021.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_2_15022.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_3_15023.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_1_15025.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_2_15026.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_3_15027.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_1_15029.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_2_15030.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_3_15031.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_1_15033.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_2_15034.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_3_15035.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_1_15037.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_2_15038.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_3_15039.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_1_15041.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_2_15042.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_3_15043.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_1_15371.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_2_15372.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_3_15373.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15375.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15443.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15376.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15444.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15377.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15445.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15379.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15447.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15380.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15448.d
Q96L50	Q96L50	LLR1_HUMAN	LRR1	Leucine-rich repeat protein 1	1551.14	2454.83	1349.38	1596.88	1263.38	1794.48	1425.41	1620.14	1495.3	1556.96	1424.3	1365.93	1192.9	1169.98	1134.53	2022.89	1548.11	1330.44										1876.76	1179.03	1539.51										1389.57
Q96L92	Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	6274.72	6380.72	6392.87	7167.37	6462.11	7668.14	5569.14	6001.1	6188.17	5528.28	5817.86	6129.81	4989.62	5540.45	5463.39	4641.84	4754.72	4649.9				16052.2	12546.5	11232.4	8918.86	8239.64	9357.5	6782.36	5667.09	6358.77	17257.9				16197.3	12542.1	6410.93	15067.8	12165.5	11309.2
Q96LA8	Q96LA8	ANM6_HUMAN	PRMT6	Protein arginine N-methyltransferase 6	2501.73	1953.26	2354.36	1263.39	2432	1970.07	1788.3	1718.68	1738.88	1939.09	1693.64	1572.67	1534.77	1875.37	1841.71	1861.65	1748.59	1239.65										1895.87	2030.13	1520.23										
Q96LI5	Q96LI5;Q9ULM6	CNO6L_HUMAN	CNOT6L	CCR4-NOT transcription complex subunit 6-like	1723.49	1735.91	1810.25	2333.9	1875.07	2696.1	2164.57	2351.08	2471.32	2256.98	2104.24	1889.51	1904.55	2068.26	1816.33	1461.98	1898.77	2019.74							3808.59		2541.11	2266.87	1809.29	1971.01			3873.83	6974.67		2821.18	3562	1947.53		3914.6
Q96LT7	Q96LT7	CI072_HUMAN	C9orf72	Guanine nucleotide exchange factor C9orf72	666.979	1136.36	853.685	1436.62	870.386	852.975	999.347	1026.74	976.36	987.153	708.478	660.204	877.994	771.687	875.63	753.71	1275.42	543.011				2788.94						1000.47	997.533	1323.84								1609.82		1773.9
Q96M27	Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1	2539.38	2549.09	2697.1	1831.3	2852.25	3382.5	2784.49	3044.37	3168.59	2904.13	2379.52	3362.9	3475.26	3564.99	3280.67	3946.51	2494.03	3130.62				7425.19	5916.84	8138.49	10346.6	10046.2	11910.8	2472.57	2340.63	2345.37	4217.66	12106.6	10567.1	14754.5		14240.4	5990.43	7918.5	5973.88	8090.01
Q96ME1	Q96ME1	FXL18_HUMAN	FBXL18	F-box/LRR-repeat protein 18	3684.31	4971.05	3820.49	4898.87	3462.47	4386.3	4063.13	3096.53	3961.2	4228.16	4128.3	4143.89	3360.22	3646.14	3996.57	4054.87	3963.3	4450.98				10273.4				4795	6780.39	4005.51	4079.95	3252.53		4716.59		7204.47				10130.4		4120.04
Q96MG7	Q96MG7	NSE3_HUMAN	NSMCE3	Non-structural maintenance of chromosomes element 3 homolog	640.095	716.364	827.568		543.826	706.324	797.144	690.02	509.883				512.838	538.301	512.762		782.535	713.984					487.399	2683.77				1079.02	713.784	1084.14										
Q96MU7	Q96MU7	YTDC1_HUMAN	YTHDC1	YTH domain-containing protein 1	5920.94	6053.94	5710.66	6387.77	5618.18	4833.86	5487.02	4685.8	5402.15	4938.39	5402.36	4587.08	4528.49	4755.22	4169.5	3871.63	5206.33	4488.25				5518.79			4600.75	3640.67	4308.94	5885.6	3894.14	3185.69	6147.48	5612.12		5093.63		4277.74	4213.75	4724.24	6070.42	5866.16
Q96MW1	Q96MW1	CCD43_HUMAN	CCDC43	Coiled-coil domain-containing protein 43																						5368.54	9174.36		6342.59	9827.27	6100.59	686.705			7911.75	6069.79	12577.7	9308.77	7178.34			10667.4	9064.49	
Q96MW5	Q96MW5	COG8_HUMAN	COG8	Conserved oligomeric Golgi complex subunit 8	2159.51	2379.89	2811.38	1052.36	1966.58	2080.81	2263.82	2019.76	1437.25	2232.55	2304.05	2223.68	2330.51	2055.46	2077.5	1555.36		1021.59							1752.18	4055.74	2636.64					2275.95			4408.11					
Q96MX6	Q96MX6	DAA10_HUMAN	DNAAF10	Dynein axonemal assembly factor 10	5929.48	4749.31	5525.61	2791.08	5248.35	5161.55	4671.5	4923.71	5296.61	4088.25	4547.62	4071.79	4911.29	4423.05	4283.47	3920.76	4979.45	3610.76								9936.16		3490.69	4126.8	3828.85										
Q96N16	Q96N16	JKIP1_HUMAN	JAKMIP1	Janus kinase and microtubule-interacting protein 1	10280.7	10825.4	8905.15		7268.5	13112	8257.37	9773.91	8781.09	5253.84	5096.95	6853.57	8389.69	8407.93	7910.82	13355.5									23769.3	28944.4		9691.88	10891.6	11908.1		7789.76				7537.5	20400.3	7650.78		7190.51
Q96N67	Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7	6257.3	6110.13	5587.46	5491.17	5528.52	6237.66	5319.42	5610.5	5486.89	4934.38	4577.27	4392.18	5308.6	4648.05	5585.54	4482.37	4816.39	4818.38				14525.3	6336.1	8122.3	10531.5	12867.5	10150.2	4655.18	5210.15	5890.4					350035		7615.7	6149.02	9429.02	8421.92
Q96NB3	Q96NB3	ZN830_HUMAN	ZNF830	Zinc finger protein 830	381.003		338.594	404.125	515.773	625.627	328.342	551.319	668.455	360.714	686.424		659.261	669.808	781.186	1284.86	610.105	939.614										929.703	380.526	756.903				2816.64						900.878
Q96NT1	Q96NT1	NP1L5_HUMAN	NAP1L5	Nucleosome assembly protein 1-like 5	3696.61	3791.31	3359.22	4210.12	3080.64	3890.32	3468.38	3378.94	3771.21		4156.18	4802.06	3507.84	3703.81	3771.85	4018.26	5946.5	5102.82							9587.33			3316.89	3869.81	3341.02	7761.74						4075.35			
Q96NY9	Q96NY9	MUS81_HUMAN	MUS81	Crossover junction endonuclease MUS81	1075.85	1841.7	1488	1593.53	1389.4	1608.29	1272.61	1858.4	2103.71	1072.81	1523.27	1524.49	1474.31	1270.62	1635.35													1386.61	1899.22	1861.94										2987.45
Q96P11	Q96P11	NSUN5_HUMAN	NSUN5	28S rRNA (cytosine-C(5))-methyltransferase	2751.09	2914	2515.96	1811.32	2719.37	2496.29	2501.8	2367.39	2426.27	2627.16	2171.81	1821.22	1934.18	2385.44	2256.39	2123.05	2343.08	2414.83					3163.78	5934.77	4205.26	4202.82	3799.76	3177.85	2458.13	2916.74										18632.2
Q96P16	Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	3554.47	3268.03	4219.02	2968.67	3124.25	4096.42	3376.35	3792.35	3598.85	3995.72	3914.91	3749.65	2889.39	3030.88	3101.33	2255.26	3290.9	3389.67				14271.1			7116.02		5286.35	7433.78	5100.62	2779.76				8325.2		5900.01	8813.82	5212.15	7689.92	3726.26
Q96P16;Q9NQG5	Q96P16;Q9NQG5	RPR1A_HUMAN;RPR1B_HUMAN	RPRD1A;RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1A	848.725	981.015	718.806	674.344	803.811	724.11	837.793	756.496	951.378	710.285	726.641	792.13	568.779	768.303	774.156	783.578	927.637	796.54								877.913		688.823		1048.99				2062.52				1614.94		971.645
Q96P47	Q96P47;Q9UPQ3	AGAP3_HUMAN	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	1375.57	1808.88	1509.25	1358.51	1445	1555.12	1503.67	1510.48	1440.97	1611.72	1260.11	1176.74	1328.52	1424.52	1486.14	1035.33	1680.91	1171.09							1897.63	2007.41	1474.77	1684.07	1432.89	1654.77						3062.23	3837.74	3298.76	2837.45	2956.44
Q96P48	Q96P48	ARAP1_HUMAN	ARAP1	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	1541.99	1429.15	1839.12	1807.88	2037.52	1411.02	1759.35	2137.41	1875.7	1807.47	1671.12	1799.52	1586.9	1790.07	1802.77	1048.33	1167.22						2846.55		4427.32		2247.18	2504.72	1441.16	1663.33		48670.3						1986.14		2287.01
Q96P63	Q96P63	SPB12_HUMAN	SERPINB12	Serpin B12	1436.7	2328.29	822.632	2095.05	1336.43	1669.76	973.107	1107.57	1219.64		3060.38					7380	5212.93	7332.27	31795.7	34899.2	37479.3	18680.2	19076.5	18416.9	4337.54	12070.4	10843.6	1716.81	2815.35	2584.67	17644.5	21245.8	22020.9	18673.6	20325.5	24451.8	23886.2	16394.9	19231.6	15663.6
Q96P70	Q96P70	IPO9_HUMAN	IPO9	Importin-9	21372.5	24718	22402.2	24329.5	23567.5	24539.6	25651.8	25627.3	24788.3	23312.5	22997.7	24003.5	26715.5	27345	29009	32606.1	32400.6	30281.5	4413.19		3909.22	13692.4	16901.7	19301.8	12560.2	13198.8	12594.4	26681.6	26206.8	25732.1	21311.2	12240	15954.6	11681.5	14741.9	11422.2	16432	12036.5	16984.4	16341.9
Q96PE3	Q96PE3	INP4A_HUMAN	INPP4A	Inositol polyphosphate-4-phosphatase type I A	3013.59	2625.79	3218.41	3114.57	2573.09	3017.84	2823.68	3340.83	3002.83	2036.52	2707.82	1955.23	3066.66	2848.03	2836.4	2259.66	2060.58	2408.22				5344.64		9418.66	4673.75	6964.01	6670.68	2403.72	2478.77	2887.71		3923.64				5648.33	6476.69	6462.27	6924.33	4766.41
Q96PK6	Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	1717.89	1487.39	1707.42	1476.03	2154.66	2029.11	1737.78	1786.99	1417.89	2021.97	2381.05	2088.41	1847.89	1933.76	2075.28	1560.6	1233.29	1424.18				1316.93	1150.38		4084.06	1893.74	1630.27	2064.69	1591.2	1910.79		7055.06		2816.9		3582.03	3219.42	1573.78	2873.93	2765.75
Q96PM5	Q96PM5	ZN363_HUMAN	RCHY1	RING finger and CHY zinc finger domain-containing protein 1					620.915			841.218	796.08	904.543	1276.48		1661.26	1458.74	2123.76	1972.9	2338.27	1951.24							3809.18			2195.92	3190.8	2880.6										
Q96PU5	Q96PU5	NED4L_HUMAN	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like	4997.96	6278.56	4786.57	5842.06	5216.39	5127.71	5889.34	4968.8	5830.13	5469.26	5357.52	5264.47	4532.33	4174.79	4508.63	3474.9	3414.45	3579.5				10078	6511.01	7457.51	6360.65	6602.97	6996.3	3326.18	3655.46	4400.95	4566.49	6619.51		8356.35		7687.14	6532.46	7405.92	3959.85	5364.99
Q96PY6	Q96PY6	NEK1_HUMAN	NEK1	Serine/threonine-protein kinase Nek1	2089.08	2416.98	2284.43	1851.26	2076.04	2108.9	2011.17	1956.42	2116.67	1223.7	1243.66	882.157	2104.51	1873.16	1744.78	2040.85	1732.19	1540.09							4276.44			2625.39	1633.52	1999.38							3086.57	2959.44		
Q96PZ0	Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog	8134.69	7180.36	8784.13	8536.09	8521.35	8589.84	8500.85	8299.37	8684.51	9709.18	9399.38	8945.45	8994.94	8642.49	9012.64	11463	11261.4	10247.6				13301.5	11056.5	14624.1	9562.01	10921.9	11968.3	9253.53	9109.25	9238.35	14884.7	9943.97		6441.49		13564.3	9457.91	9953.25	11032.1	11149.2
Q96PZ2	Q96PZ2	F111A_HUMAN	FAM111A	Serine protease FAM111A	1454.73	2072.47	1373.33	1881.22	1608.07	2874.83	1848.6	1808.87	1759.22	1670.58	1609.26	1830.97	1622.2	1558.84	1448.09	2025.65	1789.32	2614.98								2294.08		1981.83	1587.13	1887.44							3094.99	1920.75		
Q96Q05	Q96Q05	TPPC9_HUMAN	TRAPPC9	Trafficking protein particle complex subunit 9	3344.25	3681.82	4181.23	3002.7	3856.1	3917.2	3623.82	3453.37	3478.21	3348.13	3059.11	2973.54	3471.72	3010.11	3511.92	2861.5	2863.25	3740.42								6718.52	6893.56	3089.12	3458.39	2696.35					17455.4		8330.22	5976.09		3837.46
Q96Q11	Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial	22102.3	24099.5	24705	26546.3	21415.9	23383.9	22525.2	21793.2	24317.3	23857.8	25164.5	24946.1	19661.5	23887.4	25597.5	40942.2	38345.6	42668.7	12270.1	12427.7	18651	16535.9	17911.8	11963.7	14091.8	12503.5	13971.7	25444.7	28564.8	26093.9	13546.8	12120.4	10446.2	10307.4		17201	9136.2	8479.2	15147.8	14636.9
Q96Q15	Q96Q15	SMG1_HUMAN	SMG1	Serine/threonine-protein kinase SMG1	1154.14	1355.94	1125.07	1232.37	1282.35	1332.82	1276.11	1143.83	1098.82	1128.77	840.563	947.46	1091.4	1241.12	1156.94	920.233	1138.17	1058.2							2214.25	648.94		1285.12	1467.12	1294.57										
Q96Q42	Q96Q42	ALS2_HUMAN	ALS2	Alsin	2246.59	2542.85	2395.89	1018.11	2058.85	2478.02	2461.56	1594.32	2148.17	1740.36	2257.44	2290.17	1193.7	1934.36	1745.91		1417.03	2047.58				2283.12					3754.93	1899.73	1824.72	2177.03										
Q96QA5	Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A	135.615				118.663					978.302	1072.13	963.288			98.1373	1011.07	1159.72	1441.74			5746.44		6883.2				2004.5							5756.39		2448.68	4617.66	2935.47	5383.89	4552.55
Q96QC0	Q96QC0	PP1RA_HUMAN	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10	319.289	194.52	407.171		274.525			226.922	472.263	537.132	390.978		350.525	403.958	508.388																									
Q96QF0	Q96QF0	RAB3I_HUMAN	RAB3IP	Rab-3A-interacting protein	1648.45	1717.53	1709.95	1475.66	1235.54	2398.33	2409.76	1730.47	1728.46	2453.78	1857.01	2351.87	1807.65	1975.81	1657.91	1901.15	1636.53	2106.82						11613	3856.98	4436.55	3422.38	1722.72	1569.93	1381.25	10488.9							1897.09		2532.97
Q96QG7	Q96QG7	MTMR9_HUMAN	MTMR9	Myotubularin-related protein 9	1111.72	794.023	904.865	1090.61	1370.54	1413.5	1127.02	1216.69	1408.53	1159.49	1832.82	1260.52	971.07	1093.51	835.06			1132.61										1240.38	1586.54	1203.93								3058.31		1261.49
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	49371.7	49862.7	46763.4	50728	50783.8	52930.4	47303.3	46297.5	45334.1	39879.1	42323.7	42939.5	33968.8	35794	35592.6	24459	25749.1	25228				38656.9	36875.9	46780.3	63586.7	54840.6	57988.1	38589.4	37572.1	40261.4	54383.9	58460.6	57333.8	55228.4	56299.9	53160.1	62110.2	57094.4	56505.8	54909.3
Q96QR8	Q96QR8	PURB_HUMAN	PURB	Transcriptional regulator protein Pur-beta	4158.18	4645.26	4570.51	5276.11	4518.88	4692.58	4674.67	4290.84	4341.63	250.983	522.101	243.288	2502.71	2941.18	2871.81	5290.76	5467.43	5058.16					6911.91	1748.7	3090.09	2411.83		4833.77	4595.96	4978.06	4293.14	4308.73		2507.97			4111.38	3076.05	4080.02	2626.7
Q96QU6	Q96QU6	1A1L1_HUMAN	ACCS	1-aminocyclopropane-1-carboxylate synthase-like protein 1		22376.3	15033.6	27888	14007	23167.7	13004.2	9792.55	9162.74	8802.86	12837.2	12166.4	13712.2	15910.1	12313.7	23783.4	30876.7	34010.5	54580.4		51213.9			25323.7	20334.7	12657.5	13452.5		20764.4			17623.1							650.056	
Q96QU8	Q96QU8	XPO6_HUMAN	XPO6	Exportin-6	2786.49	2011.31	2571.13	2477.09	2980.49	2366.93	2621.5	2508.71	2821.67	2524.62	2328.15	2189.89	2554.41	2127.04	2492.38	1940.34	1975.18	1936.8					3324.96			3441.58	5545.6	2102.13	2750.78	2632.6								2460.99	5424.08	3964.32
Q96R06	Q96R06	SPAG5_HUMAN	SPAG5	Sperm-associated antigen 5	2335.88	2110.3	2600.36	2606.42	2376.17	2836.97	2171.84	2807.13	2780.06	3195.34	2690.59	1820.39	2239.65	2270.28	2151.14	2636.49	1857.08	2372.47				12020.8		12198.6	6168.06	4169.12	6500.35	3884.97	3889.56	4862.42		8995.67					5200.5		3070.79	4475.96
Q96RE7	Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1	3939.03	5346.67	3858.81	4283.1	3842.06	5392.58	4505.32	3920.72	3887.51	4127.42	4340.81	4062.8	3205.47	4040.31	3465.17	3600.44	3752.9	3847.45			12200.4	8197.36	6274.55	6287.39	6798.95	6762.85	6030.04	4286.2	4218.52	3767.2	4452.17	9427.09		8119.39		8203.06	4266.26	7383.2	4178.58	5890.57
Q96RF0	Q96RF0	SNX18_HUMAN	SNX18	Sorting nexin-18	987.923	1524.23	1123.7	2552.73	1258.36	1572.57	1163.33	1493.16	1995.38	1878.95	1768.03	804.069	927.605	1281.64	1739.62	1155.78	1562.11	2224.94				3985.33					2769.34	1191.74	1181.63	1442.88								3308.78		
Q96RG2	Q96RG2	PASK_HUMAN	PASK	PAS domain-containing serine/threonine-protein kinase	6570.4	5529.34	6268.8	5718.51	6632.61	6585.75	6515.49	6182.54	6250.06	6650.66	6734.05	7106.68	6662.16	6195.31	6814.37	5499.87	5458.24	5902.01				8014.83			6036.81	2734.39	7479.69	4579	4917.74	4989.49							10064.5	4582.43		5115.8
Q96RK4	Q96RK4	BBS4_HUMAN	BBS4	Bardet-Biedl syndrome 4 protein			376.634		367.256	665.84		369.185	775.248	417.238	300.199	581.387		579.772			777.038											767.954												
Q96RL7	Q96RL7	VP13A_HUMAN	VPS13A	Intermembrane lipid transfer protein VPS13A	931.593	1068.72	1034.39	1875.33	1030.54	1549.07	1095.91	824.018	934.738	976.462	1507.39	1037.25	1133.75	1038.29	1200.11		1703.67											1285.11	1520.51	1556.67										
Q96RR4	Q96RR4	KKCC2_HUMAN	CAMKK2	Calcium/calmodulin-dependent protein kinase kinase 2	2184.14	2600.48	1837.63	2356.38	2229.18	2875.02	2027.8	2105.21	1972.54	2396.06	1826.33	3151.26	1974.3	1925.87	1570.55	1442.26	2131.25	1972.3				4100.35				3758.73	3062.88	2573.23	2728.72	2638.37					4728.05			2270.91		
Q96RS0	Q96RS0	TGS1_HUMAN	TGS1	Trimethylguanosine synthase	3335.39	3068.96	3759.34	2866.55	3613.46	3820.05	3403.65	3881.03	3265.01	3628.2	3733.39	3581.68	3462.83	3679.5	3681.12	3661.66	2848.95	4663.9				6482.7			4323.1	3699	6486.2	4590.34	2911.43	3104.13							4743.4	4567.48	4560.83	5152.63
Q96RS6	Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1	27818.2	25895.2	29364.2	27401.6	30739.9	26615.1	30721.4	28379.1	30030.1	27195.3	28617.5	28490.7	32862.6	31339.2	31257.4	32965.7	30378.5	31097.9				25564.7	11643.7	26486.2	15546.8	25379.5	17245.4	30629.2	28344.3	29324.5	18990.8	15908.1	26824.6	24872	61365.5	27181.1	17618.1	31433.3	19955.8	29787.6
Q96RT1	Q96RT1	ERBIN_HUMAN	ERBIN	Erbin	991.677		807.457		751.113	824.092	506.121	778.583	712.677	974.884	785.539	986.388	839.096	810.213	728.694		761.282	653.585											710.571											
Q96RT7	Q96RT7	GCP6_HUMAN	TUBGCP6	Gamma-tubulin complex component 6	598.404	514.319	547.31		472.453	271.216	519.869	599.275	491.121				339.706	346.038	383.825	478.042		361.138											553.101											
Q96RT8	Q96RT8	GCP5_HUMAN	TUBGCP5	Gamma-tubulin complex component 5	1446.68	1491.26	1753.19	2659.57	1620.59	1233.23	1279.11	1730.51	1594.24	1222	612.771	913.468	1430.35	1076.56	1367.76	1070.39	818.375	1068.11										1294.71	1304.73	1729.69										
Q96RU2	Q96RU2	UBP28_HUMAN	USP28	Ubiquitin carboxyl-terminal hydrolase 28	1074.77	1099.58	1050.95	1105.16	1021.4	1032.64	1077.33	839.513	1223.74	1364.29	1157.65	967.514	1023.51	1039.34	1071.86	1521.56	1076.06	966.272						769.134				1296.8	1443.47											
Q96RU3	Q96RU3	FNBP1_HUMAN	FNBP1	Formin-binding protein 1	37118.1	38227.3	38718.6	39422.4	38178	38858.9	39048.5	37164.2	35253.9	21283.6	17994.7	17228.7	32081.3	32404.4	32401.3	30707.6	28766.1	28192.2			21814.9	44776.8	42017.4	45431.9	37864.7	44658.3	43181.6	39700.8	39682.8	39496.1	46749.2	44099.7	40013.8	44935.9	41670.2	47338.8	51049.5	51325.7	54728.5	49634.9
Q96S19	Q96S19	MTL26_HUMAN	METTL26	Methyltransferase-like 26	3129.19	3079.18	3684.85	2695.64	3609.19	3862.99	3805.97	3868.84	4577.76	6160.78	5542.42	4981.85	5685.89	6291.1	6190	5994.95	6992.51	5830.75										4736.79	4807.74	4648.29	5510.36									
Q96S44	Q96S44	PRPK_HUMAN	TP53RK	EKC/KEOPS complex subunit TP53RK	38143.7	37519.1	36450.9	35195.5	35014.2	35630.6	35243.5	35224.1	33530.8	26786.8	28424.7	26299.8	29833.2	32810.7	31419.4	51180.9	49669.3	51297.4	42929	52493.4	48199.2	11675.5	13477.2	14600.2	9674.52	10427.8	10849.9	30007.7	25716.9	29388.4	13169.6	11789.4	9313.18	11334	9265.04	11269.3	13991.4	14737.1	13849	12660.2
Q96S55	Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	12489.9	13346.5	13076.3	12317.8	12555	13101.1	13180.5	13841	13441.8	10339.9	10998.2	11714.3	11675.3	12185.7	12508.9	10082.5	9326.65	8794.42				14232.9	12111.1	10465.7	14316.8	16571.2	15094.8	12274.1	10932.2	11795.6	8038.14	10393	12162.5	11812.7	12737.6	9736.58	14734.1	13594.2	16732.4	15385.7
Q96S59	Q96S59	RANB9_HUMAN	RANBP9	Ran-binding protein 9	9893.1	8884.26	10021.1	9672.33	10276.5	10162.3	11668.3	11185.6	11429.7	11932.2	11377	12374.2	10050.7	10649.3	9717.04	11296	10903.2	11201.6				10976.3		4848.91	5291.06	6131.9	5490.21	11137.7	12487	12213.7	15679	6861.44	11783.8	7343.75	15994.7	8054.22	5028.44	6394.59	8581.62	5954.86
Q96S82	Q96S82	UBL7_HUMAN	UBL7	Ubiquitin-like protein 7	2790.19	4376.45	4678.62	3832.15	3029.23	4073.01	3551.85	2831.69	3550	3993.24	4031.95	4376.53	3243.6	3287.93	3746.26	2346.68	4063.72	3060.33										2851.22	2476.36	3246.37										9898.9
Q96S99	Q96S99	PKHF1_HUMAN	PLEKHF1	Pleckstrin homology domain-containing family F member 1	7116.02	6673.29	6362.08	7082.2	6529.49	6848.2	7864.93	6819.58	7347.7	5458.84	6319.78	5305.24	6491.73	6097.87	4779.16	5665.54	5897.03	5384.47						5822.38	4156.06	7620.35	5752.62	5470.13	5917.16	5089.63										4862
Q96SB3	Q96SB3	NEB2_HUMAN	PPP1R9B	Neurabin-2	659.301		613.942		247.371			256.212	443.913			550.649	477.985	780.213	1041.65		673.144	329.696				2328.98		6251.99	4407.69	3554.54	4014.77	1467.6	1466.13	1455.48						2001.34	2338.64	3206.18	2741.31	3988.2
Q96SB3;Q9ULJ8	Q96SB3;Q9ULJ8	NEB1_HUMAN;NEB2_HUMAN	PPP1R9A;PPP1R9B	Neurabin-2							382.133	615.483																																
Q96SB4	Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1	13829.2	12338.5	13027.4	11360.4	13331.2	11249.7	12158	11120.9	11755.3	11005.3	11712.1	11208.1	11574.3	11296.6	11731.1	10089.2	10337.2	10447.7				12032.4	9483.8	14203.3	10137.4	9788.54	7980.82	10955.5	10221.5	10111.4	8589.85	8673.49	11129.3	7692.65	13581.8	9867.54	9685.5	10931.1	11832.8	10136.9
Q96SI9	Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein	4399.33	3802.17	4032.39	4463.62	4006.25	3655.13	3739.87	3659.53	3851.01	3409.05	3859.92	3240.74	3895.11	3464.33	3781.56	2839.19	2632.51	3203.53				3598.95			2754.99	3264.08	3120.87	3210.55	3474.21	3117.41				3325.3			3886.38	1841.65		2534.63
